HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Venue,Result
4,3,12.0,6.2,4.6,10.6,1.6,0.1,1.2,2.0,1.3,2.1,-8.0,-8.0,0.6,0.8,10.0,20.0,0.0,40.0,40.0,1.0,11.6,6.4,5.7,10.1,0.8,0.0,1.0,1.1,1.3,1.9,-1.0,-6.0,1.1,0.9,20.0,20.0,0.0,70.0,50.0,0.0,74,70,72,72.0,72,70,73,71.67,2.2,3.5,3.5,DW Stadium,D
10,10,12.2,4.7,5.3,11.0,1.3,0.1,1.2,1.8,1.4,1.4,-6.0,0.0,0.9,1.2,20.0,30.0,0.0,50.0,60.0,2.0,14.3,5.1,5.5,7.4,0.7,0.2,2.1,1.3,1.9,1.4,8.0,5.0,1.7,1.7,50.0,50.0,0.0,70.0,70.0,6.0,76,77,77,76.67,77,79,79,78.33,2.9,3.5,2.4,St Mary's Stadium,D
3,8,14.6,5.5,5.9,13.1,2.6,0.0,2.1,1.3,1.6,1.1,8.0,5.0,2.2,2.0,70.0,60.0,0.0,80.0,80.0,0.0,10.9,3.7,5.7,10.0,1.5,0.1,1.0,1.0,1.1,1.4,0.0,-3.0,1.1,1.0,20.0,20.0,0.0,70.0,60.0,2.0,78,80,77,78.33,72,74,76,74.0,1.8,3.8,4.75,White Hart Lane,D
7,7,13.0,5.0,5.6,9.2,1.0,0.0,1.1,1.0,1.6,1.2,1.0,4.0,1.4,1.6,30.0,40.0,0.0,80.0,80.0,0.0,16.6,5.5,7.6,10.1,1.2,0.0,1.7,1.2,1.0,0.9,5.0,1.0,1.7,1.5,50.0,40.0,1.0,70.0,70.0,5.0,74,75,76,75.0,81,82,78,80.33,5.0,4.0,1.73,Boleyn Ground,D
10,10,13.4,3.8,5.5,10.3,1.7,0.1,0.8,1.2,0.9,0.9,-4.0,0.0,1.2,1.4,30.0,40.0,1.0,60.0,60.0,1.0,14.5,5.1,5.0,12.4,1.3,0.1,1.5,1.1,1.5,1.2,4.0,3.0,1.6,1.8,50.0,60.0,1.0,60.0,60.0,1.0,73,73,72,72.67,77,77,81,78.33,2.7,3.4,2.8,Carrow Road,D
5,5,12.5,4.9,5.5,11.7,1.6,0.0,1.3,1.3,1.4,1.2,0.0,2.0,1.2,1.3,40.0,40.0,0.0,40.0,50.0,0.0,14.4,5.1,6.3,10.8,0.9,0.0,1.1,0.4,1.0,1.0,7.0,0.0,2.1,1.6,60.0,50.0,2.0,90.0,60.0,9.0,74,76,76,75.33,81,84,81,82.0,4.75,4.0,1.7,Elland Road,D
5,3,14.2,4.4,7.9,11.5,1.7,0.0,1.1,0.8,1.9,0.9,3.0,10.0,1.8,1.9,50.0,50.0,0.0,80.0,90.0,6.0,14.8,6.5,5.5,12.1,1.7,0.0,2.2,0.9,1.8,1.0,13.0,8.0,1.9,2.2,50.0,60.0,1.0,90.0,100.0,5.0,81,84,80,81.67,81,82,83,82.0,2.15,3.4,3.4,Stamford Bridge,D
9,4,11.6,4.3,5.4,10.4,1.2,0.0,1.1,2.1,1.1,1.2,-10.0,-1.0,0.7,1.1,20.0,30.0,0.0,30.0,50.0,0.0,12.7,5.3,5.9,11.8,1.2,0.0,2.1,1.3,1.5,0.9,8.0,6.0,1.9,1.9,60.0,50.0,2.0,70.0,90.0,2.0,76,77,77,76.67,79,81,80,80.0,3.8,3.8,1.9,St Mary's Stadium,D
4,3,13.5,5.3,5.7,12.8,1.6,0.1,1.9,1.7,1.6,1.5,2.0,1.0,1.9,1.5,60.0,40.0,4.0,70.0,70.0,4.0,16.0,5.5,6.6,11.7,1.4,0.0,1.7,1.1,1.6,1.0,6.0,6.0,1.8,1.4,50.0,40.0,2.0,80.0,60.0,2.0,81,82,83,82.0,83,86,86,85.0,4.33,4.2,1.72,Old Trafford,D
7,6,14.8,8.2,6.3,11.1,1.6,0.0,1.6,1.3,1.4,0.8,3.0,6.0,1.5,1.8,40.0,50.0,3.0,70.0,80.0,4.0,12.5,7.2,6.0,9.6,1.5,0.0,1.1,1.7,0.4,1.7,-6.0,-13.0,1.1,0.5,30.0,10.0,0.0,50.0,30.0,2.0,72,70,73,71.67,71,73,75,73.0,1.91,3.75,4.2,St Mary's Stadium,D
10,3,11.0,4.7,5.9,11.1,2.4,0.2,0.8,1.5,0.9,1.6,-7.0,-7.0,0.9,0.7,20.0,10.0,0.0,50.0,50.0,0.0,10.3,4.2,4.8,8.6,1.3,0.0,1.4,1.4,1.1,1.3,0.0,-2.0,1.7,1.3,50.0,30.0,0.0,70.0,70.0,0.0,75,77,76,76.0,78,77,76,77.0,1.85,3.5,5.0,St Mary's Stadium,D
3,9,15.6,6.6,4.5,11.4,1.2,0.0,1.5,1.2,1.9,1.0,3.0,9.0,1.6,1.9,50.0,50.0,0.0,60.0,90.0,0.0,13.1,4.6,5.7,9.0,1.1,0.0,1.6,1.5,1.5,1.2,1.0,3.0,1.4,1.6,40.0,40.0,0.0,60.0,80.0,0.0,78,80,83,80.33,76,78,79,77.67,2.25,3.25,3.4,Old Trafford,D
7,7,12.7,5.6,4.6,10.5,1.4,0.0,1.5,1.2,1.5,1.5,3.0,0.0,1.7,1.7,50.0,50.0,0.0,70.0,70.0,0.0,12.2,4.4,7.0,9.7,1.4,0.0,1.5,1.2,1.1,1.1,3.0,0.0,1.4,1.4,40.0,40.0,1.0,60.0,60.0,2.0,74,74,77,75.0,78,78,78,78.0,2.3,3.4,3.4,Swansea.com Stadium,D
7,7,8.4,3.0,3.2,10.8,1.3,0.0,0.8,1.9,1.3,1.5,-11.0,-2.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,0.0,8.2,3.4,4.5,8.5,1.0,0.0,1.4,1.6,0.8,2.2,-2.0,-14.0,1.7,0.5,50.0,10.0,1.0,70.0,30.0,1.0,73,73,75,73.67,74,75,77,75.33,2.54,3.1,3.2,Kirklees Stadium,D
5,5,17.7,6.1,8.3,8.2,0.7,0.0,1.9,0.6,2.8,1.0,13.0,18.0,2.3,2.4,70.0,80.0,1.0,90.0,80.0,4.0,19.7,7.8,6.7,8.5,0.8,0.0,2.5,0.2,1.9,1.0,23.0,9.0,3.0,2.0,100.0,60.0,10.0,100.0,80.0,11.0,85,87,84,85.33,85,83,87,85.0,2.0,3.75,3.5,Etihad Stadium,D
8,3,13.9,3.7,4.3,9.2,1.1,0.0,1.1,1.1,1.0,1.0,0.0,0.0,1.1,1.2,20.0,30.0,1.0,70.0,60.0,1.0,15.3,5.8,5.5,9.6,1.1,0.1,2.1,1.2,1.7,1.6,9.0,1.0,1.8,1.4,50.0,30.0,1.0,80.0,80.0,6.0,74,74,77,75.0,80,80,82,80.67,4.5,4.0,1.8,Stadium of Light,D
7,6,15.2,4.7,5.9,11.0,0.8,0.2,1.7,0.7,1.9,0.5,10.0,14.0,2.1,2.4,60.0,70.0,0.0,90.0,100.0,0.0,14.2,5.8,5.5,9.7,1.0,0.0,2.2,1.0,1.6,1.7,12.0,-1.0,1.9,1.2,50.0,20.0,0.0,90.0,80.0,0.0,75,77,76,76.0,80,79,82,80.33,2.88,3.6,2.5,King Power Stadium,D
3,4,13.7,4.6,5.7,10.7,1.8,0.0,1.4,1.1,1.4,1.8,3.0,-4.0,1.4,1.2,30.0,30.0,0.0,80.0,60.0,0.0,17.8,7.3,6.5,9.5,1.2,0.0,2.6,0.6,2.5,0.5,20.0,20.0,3.0,3.0,100.0,100.0,18.0,100.0,100.0,28.0,75,76,80,77.0,82,85,84,83.67,11.0,6.5,1.28,Selhurst Park,D
3,5,14.4,4.8,6.8,12.9,2.2,0.0,1.1,1.3,2.1,1.1,-2.0,10.0,1.1,1.8,30.0,50.0,0.0,50.0,80.0,0.0,12.9,4.6,6.3,12.8,2.0,0.0,1.2,1.9,0.9,1.8,-7.0,-9.0,0.8,1.0,20.0,30.0,0.0,40.0,40.0,0.0,81,83,81,81.67,78,80,79,79.0,1.6,4.2,5.25,Stamford Bridge,D
7,7,11.2,3.2,4.5,10.7,1.1,0.1,0.9,1.6,0.9,1.1,-7.0,-2.0,0.8,1.1,20.0,30.0,1.0,40.0,50.0,2.0,8.6,2.4,4.4,11.3,1.6,0.0,0.6,1.9,0.7,1.7,-13.0,-10.0,0.8,0.7,20.0,20.0,0.0,40.0,30.0,0.0,76,75,74,75.0,74,75,76,75.0,1.95,3.39,4.5,St. James Park,D
3,8,14.4,4.8,7.1,11.4,2.2,0.1,0.9,1.6,1.5,1.3,-7.0,2.0,1.3,1.9,30.0,60.0,0.0,70.0,70.0,4.0,15.6,5.6,5.3,10.5,2.3,0.0,1.5,1.4,0.8,1.3,1.0,-5.0,1.3,0.7,30.0,10.0,0.0,70.0,50.0,3.0,79,78,82,79.67,78,76,77,77.0,2.05,3.6,3.8,Anfield,D
3,3,15.6,5.2,6.7,10.3,1.5,0.0,2.1,1.3,2.8,1.0,8.0,18.0,1.8,2.3,50.0,70.0,0.0,80.0,90.0,0.0,12.3,4.4,4.9,10.7,1.9,0.0,2.0,0.6,1.5,0.8,14.0,7.0,2.7,2.2,90.0,70.0,2.0,90.0,80.0,2.0,81,81,83,81.67,81,84,84,83.0,2.65,3.25,2.9,Anfield,D
10,10,9.5,3.7,4.2,14.3,2.3,0.0,0.8,1.6,1.5,1.3,-8.0,2.0,0.9,1.8,20.0,50.0,0.0,50.0,80.0,0.0,14.0,4.4,4.7,11.1,1.9,0.1,1.7,1.2,1.8,1.6,5.0,2.0,1.9,1.4,60.0,40.0,0.0,70.0,60.0,2.0,76,78,77,77.0,78,78,78,78.0,2.63,3.3,2.9,Vicarage Road,D
4,4,11.8,3.8,4.6,10.8,1.8,0.1,1.3,1.8,1.1,1.5,-5.0,-4.0,1.3,1.0,40.0,30.0,0.0,50.0,40.0,0.0,11.2,4.1,4.3,12.1,2.4,0.0,1.1,1.7,0.9,1.5,-6.0,-6.0,1.0,0.7,20.0,10.0,0.0,60.0,50.0,1.0,74,74,72,73.33,72,73,76,73.67,1.91,3.5,4.75,Villa Park,D
5,5,11.7,4.3,6.2,10.0,1.8,0.1,1.5,1.5,1.4,1.1,0.0,3.0,1.2,1.6,30.0,40.0,0.0,60.0,80.0,0.0,11.8,4.5,6.4,9.9,1.8,0.1,1.0,1.9,1.1,2.1,-9.0,-10.0,0.7,0.7,10.0,10.0,0.0,50.0,50.0,0.0,76,80,82,79.33,76,77,77,76.67,2.25,3.29,3.2,King Power Stadium,D
4,6,12.3,3.9,3.8,11.4,1.7,0.1,1.4,1.5,2.2,1.2,-1.0,10.0,1.6,2.3,50.0,70.0,0.0,60.0,90.0,0.0,16.3,4.9,5.8,9.2,1.5,0.0,1.4,1.5,0.9,2.0,-1.0,-11.0,1.7,1.5,50.0,50.0,0.0,70.0,50.0,1.0,80,83,83,82.0,82,83,85,83.33,2.7,3.5,2.7,Old Trafford,D
4,3,16.9,5.9,6.4,10.8,2.0,0.1,2.2,1.1,2.3,0.9,11.0,14.0,2.1,2.0,60.0,60.0,0.0,90.0,80.0,1.0,17.4,6.0,3.9,11.0,1.6,0.0,1.6,0.9,1.3,1.2,7.0,1.0,1.8,1.4,50.0,40.0,1.0,80.0,60.0,4.0,82,85,84,83.67,78,76,77,77.0,1.5,4.5,7.5,Etihad Stadium,D
3,7,17.7,5.7,7.7,9.5,1.5,0.2,2.7,1.0,3.1,1.0,17.0,21.0,2.1,2.1,70.0,70.0,3.0,70.0,70.0,3.0,12.3,4.5,5.3,10.6,1.5,0.1,1.1,1.6,0.8,2.4,-5.0,-16.0,1.0,0.4,20.0,10.0,0.0,60.0,20.0,3.0,86,85,85,85.33,73,77,76,75.33,1.12,9.5,17.0,Etihad Stadium,D
7,7,10.1,2.6,4.8,12.7,1.9,0.3,1.2,1.9,1.1,2.0,-7.0,-9.0,0.7,1.1,20.0,30.0,0.0,30.0,50.0,0.0,10.9,3.8,6.1,12.2,1.6,0.0,1.2,1.8,0.7,1.5,-6.0,-8.0,0.7,0.7,10.0,10.0,0.0,50.0,50.0,0.0,75,77,76,76.0,77,77,78,77.33,2.5,3.39,3.0,Vicarage Road,D
7,6,12.8,4.8,5.3,9.0,1.3,0.0,1.0,1.3,1.4,1.1,-3.0,3.0,0.9,1.5,20.0,40.0,0.0,50.0,70.0,0.0,11.7,3.3,5.6,11.3,1.9,0.0,1.1,2.3,1.3,2.0,-12.0,-7.0,1.0,0.7,30.0,20.0,0.0,40.0,30.0,0.0,76,76,75,75.67,74,75,76,75.0,1.66,4.0,5.0,Falmer Stadium,D
10,3,11.2,4.3,4.1,10.1,2.1,0.2,1.5,1.6,1.3,1.8,-1.0,-5.0,1.4,1.0,40.0,20.0,2.0,60.0,60.0,3.0,14.4,4.0,5.7,9.1,1.5,0.0,1.5,1.5,1.4,1.9,0.0,-5.0,1.3,1.0,40.0,30.0,0.0,50.0,40.0,0.0,73,77,75,75.0,76,77,78,77.0,2.4,3.4,3.2,St Mary's Stadium,D
7,5,8.6,2.8,3.9,10.1,1.3,0.2,0.6,2.6,0.7,1.5,-20.0,-8.0,0.4,1.0,10.0,30.0,0.0,20.0,40.0,0.0,10.9,3.7,4.1,12.7,2.4,0.0,1.4,1.3,0.9,1.2,1.0,-3.0,1.3,1.0,30.0,20.0,2.0,70.0,60.0,2.0,75,73,77,75.0,75,76,78,76.33,3.1,3.2,2.6,Hull City Stadium,D
5,7,13.1,4.6,6.8,12.1,1.8,0.2,1.0,1.6,1.6,0.7,-6.0,9.0,1.0,2.2,30.0,70.0,0.0,40.0,80.0,0.0,12.8,4.2,5.8,10.6,2.2,0.1,1.6,1.5,0.8,1.9,1.0,-11.0,1.2,0.2,30.0,0.0,0.0,60.0,20.0,0.0,80,79,77,78.67,83,82,86,83.67,2.7,3.4,2.6,Goodison Park,D
3,8,11.8,2.9,5.6,9.7,1.6,0.0,1.0,1.1,1.7,0.9,-1.0,8.0,1.5,2.1,40.0,60.0,0.0,70.0,90.0,2.0,9.8,3.1,3.9,9.0,1.7,0.0,1.5,1.3,1.5,1.7,2.0,-2.0,1.3,1.2,40.0,30.0,0.0,50.0,60.0,0.0,77,80,77,78.0,76,76,77,76.33,1.85,3.4,4.5,Molineux Stadium,D
4,3,11.6,3.5,3.9,11.3,1.3,0.2,1.0,1.3,1.4,0.8,-3.0,6.0,0.6,1.5,10.0,40.0,0.0,40.0,70.0,0.0,13.6,3.8,5.4,11.3,1.4,0.2,1.9,1.7,1.5,1.3,2.0,2.0,2.2,2.2,70.0,70.0,0.0,80.0,80.0,0.0,68,69,68,68.33,79,78,82,79.67,4.0,3.5,2.05,Hull City Stadium,D
6,6,12.9,4.2,5.1,10.4,1.7,0.1,1.1,1.1,1.1,1.1,0.0,0.0,1.2,1.5,20.0,40.0,1.0,80.0,70.0,3.0,12.7,4.4,5.8,12.1,1.7,0.1,1.6,1.6,0.9,2.0,0.0,-11.0,1.1,0.6,30.0,10.0,0.0,50.0,40.0,0.0,77,75,77,76.33,74,76,77,75.67,2.05,3.3,3.8,Falmer Stadium,D
5,4,13.0,5.1,5.2,9.9,1.9,0.0,1.5,1.9,1.5,0.8,-4.0,7.0,1.4,2.1,40.0,60.0,0.0,60.0,90.0,0.0,15.5,5.7,6.2,12.0,1.7,0.0,2.2,1.0,2.2,0.8,12.0,14.0,2.2,2.0,70.0,60.0,1.0,80.0,80.0,1.0,81,83,85,83.0,83,86,83,84.0,3.2,3.4,2.25,Old Trafford,D
7,7,11.8,3.9,5.6,8.7,1.4,0.0,1.1,2.3,1.1,2.2,-12.0,-11.0,0.8,1.1,20.0,30.0,1.0,40.0,50.0,1.0,8.9,3.9,3.7,12.5,1.7,0.1,1.4,1.0,0.8,1.8,4.0,-10.0,1.8,0.6,50.0,10.0,1.0,80.0,40.0,1.0,68,70,72,70.0,75,74,74,74.33,2.38,3.2,3.0,Cardiff City Stadium,D
8,3,12.3,5.3,3.9,11.3,1.4,0.0,1.1,1.3,1.5,1.0,-2.0,5.0,1.2,1.8,30.0,50.0,0.0,60.0,80.0,0.0,14.8,5.0,5.7,12.9,2.5,0.1,1.2,0.8,1.0,1.2,4.0,-2.0,1.8,1.5,50.0,40.0,3.0,80.0,70.0,6.0,76,76,77,76.33,78,76,78,77.33,2.75,3.25,2.8,Swansea.com Stadium,D
10,10,13.6,5.7,5.2,10.2,2.0,0.1,1.7,1.6,1.6,0.6,1.0,10.0,1.4,1.9,40.0,60.0,1.0,60.0,70.0,1.0,12.2,5.2,6.7,12.4,1.1,0.0,0.9,0.5,0.9,0.9,4.0,0.0,1.6,1.3,40.0,30.0,3.0,80.0,70.0,4.0,82,81,86,83.0,71,73,78,74.0,1.57,4.33,6.5,Old Trafford,D
7,7,10.6,3.5,4.0,10.8,2.3,0.0,0.8,2.2,1.3,2.2,-14.0,-9.0,0.7,0.8,10.0,10.0,0.0,50.0,60.0,1.0,12.3,4.6,4.7,13.8,1.6,0.1,1.5,2.1,1.4,2.0,-6.0,-6.0,0.6,0.6,20.0,20.0,0.0,20.0,20.0,0.0,76,75,79,76.67,74,76,75,75.0,2.0,3.6,3.6,St. James Park,D
9,9,11.0,3.4,4.4,13.3,1.7,0.2,0.9,1.6,1.8,1.6,-7.0,2.0,1.3,1.7,40.0,50.0,0.0,50.0,70.0,0.0,11.4,4.2,5.0,13.6,2.1,0.0,1.7,2.4,1.7,2.4,-7.0,-7.0,0.4,0.8,10.0,20.0,0.0,20.0,40.0,0.0,77,78,77,77.33,75,77,81,77.67,2.5,3.3,2.9,Vicarage Road,D
4,5,16.0,5.4,7.9,10.5,2.1,0.0,1.7,1.1,2.3,0.8,6.0,15.0,1.7,1.9,40.0,50.0,0.0,90.0,90.0,5.0,18.4,5.8,7.5,10.3,1.7,0.1,2.3,1.0,2.8,1.0,13.0,18.0,2.0,2.0,60.0,60.0,0.0,80.0,80.0,0.0,82,85,84,83.67,85,83,86,84.67,3.1,3.5,2.25,Stamford Bridge,D
9,5,13.9,5.6,6.8,10.4,1.0,0.0,2.0,0.6,2.7,1.2,14.0,15.0,1.7,2.6,40.0,80.0,0.0,90.0,100.0,0.0,15.0,6.6,5.0,12.4,1.3,0.0,2.2,1.0,2.6,1.1,12.0,15.0,2.6,2.8,80.0,90.0,3.0,100.0,100.0,11.0,86,84,86,85.33,81,82,83,82.0,1.95,3.8,3.6,Anfield,D
7,7,10.8,3.1,4.2,11.5,1.5,0.2,0.2,0.9,0.8,1.0,-7.0,-2.0,0.7,1.1,20.0,30.0,1.0,30.0,50.0,1.0,14.3,3.7,5.2,14.9,2.0,0.1,1.2,1.0,0.8,1.2,2.0,-4.0,1.4,1.2,40.0,30.0,1.0,60.0,60.0,1.0,69,69,70,69.33,73,73,76,74.0,2.7,3.3,2.88,Turf Moor,D
3,8,15.6,5.1,8.5,11.3,1.9,0.0,1.5,1.1,1.3,1.3,4.0,0.0,1.6,1.7,40.0,50.0,0.0,80.0,70.0,0.0,8.2,3.1,3.5,10.7,2.1,0.1,1.1,1.3,0.7,1.0,-2.0,-3.0,1.4,1.5,40.0,40.0,0.0,60.0,70.0,3.0,79,79,78,78.67,71,74,77,74.0,1.4,4.75,10.0,Anfield,D
9,5,13.0,4.9,5.7,12.1,1.4,0.1,1.3,1.1,1.5,0.9,2.0,6.0,1.6,1.6,50.0,50.0,3.0,60.0,60.0,4.0,13.9,4.7,5.9,10.5,1.3,0.0,1.0,1.3,2.1,0.7,-3.0,14.0,1.2,2.0,40.0,60.0,3.0,40.0,80.0,3.0,75,76,77,76.0,79,83,86,82.67,4.5,4.33,1.66,Elland Road,D
5,7,8.3,2.9,3.8,10.7,1.5,0.2,0.6,2.6,0.7,1.6,-20.0,-9.0,0.4,0.8,10.0,20.0,0.0,20.0,40.0,0.0,13.2,4.5,6.1,13.2,2.1,0.0,2.1,2.2,1.4,2.3,-1.0,-9.0,1.0,0.7,30.0,20.0,1.0,40.0,30.0,1.0,75,73,77,75.0,75,77,81,77.67,3.5,3.3,2.3,Hull City Stadium,D
3,4,14.9,4.9,4.9,9.3,1.5,0.1,1.3,1.3,1.3,0.9,0.0,4.0,1.4,1.6,40.0,40.0,2.0,60.0,80.0,3.0,12.4,3.5,5.9,13.1,1.6,0.3,0.6,1.6,0.5,1.6,-10.0,-11.0,0.4,0.6,10.0,20.0,1.0,20.0,20.0,1.0,78,79,76,77.67,67,68,70,68.33,1.4,5.0,9.0,Anfield,D
7,7,14.1,4.5,5.2,10.6,1.3,0.1,1.4,1.5,1.5,1.4,-1.0,1.0,1.4,1.3,30.0,30.0,0.0,80.0,70.0,2.0,9.9,3.2,3.8,11.2,1.5,0.1,1.0,0.7,0.6,0.9,3.0,-3.0,2.0,1.3,60.0,30.0,1.0,80.0,70.0,1.0,75,75,76,75.33,76,75,75,75.33,2.63,3.3,2.9,Boleyn Ground,D
3,7,13.3,3.1,4.3,12.5,2.2,0.0,1.0,1.1,1.3,0.6,-1.0,7.0,1.4,2.1,40.0,70.0,0.0,60.0,70.0,0.0,12.9,4.2,6.5,11.0,2.1,0.1,1.7,1.4,1.3,1.7,3.0,-4.0,1.6,1.0,50.0,30.0,3.0,60.0,40.0,3.0,73,73,76,74.0,72,74,76,74.0,2.38,3.4,3.25,Bet365 Stadium,D
10,10,11.5,6.5,5.0,10.5,1.3,0.0,0.8,1.1,0.8,1.4,-3.0,-6.0,1.1,0.8,20.0,10.0,0.0,70.0,60.0,3.0,15.8,9.3,6.9,12.8,2.2,0.2,2.0,0.9,1.6,0.8,11.0,8.0,2.2,2.1,70.0,60.0,4.0,80.0,90.0,4.0,74,74,79,75.67,81,83,85,83.0,7.5,4.5,1.5,Loftus Road,D
3,10,15.0,5.9,4.8,8.6,1.7,0.1,2.1,1.2,1.8,0.8,9.0,10.0,1.8,2.2,60.0,70.0,0.0,60.0,80.0,0.0,9.4,3.2,3.5,9.2,1.7,0.0,1.1,1.6,0.8,1.9,-5.0,-11.0,0.8,0.4,10.0,0.0,0.0,60.0,40.0,0.0,79,80,83,80.67,76,76,75,75.67,1.36,4.75,9.0,Emirates Stadium,D
