Date,Comp,Day,Venue,Result,GF,GA,Opponent,Poss,team
2016-03-12,Premier League,Sat,Home,W,3,2,Swansea City,44.0,bournemouth
2016-03-20,Premier League,Sun,Away,L,0,3,Tottenham,37.0,bournemouth
2016-04-02,Premier League,Sat,Home,L,0,4,Manchester City,46.0,bournemouth
2016-04-09,Premier League,Sat,Away,W,2,1,Aston Villa,59.0,bournemouth
2016-04-17,Premier League,Sun,Home,L,1,2,Liverpool,51.0,bournemouth
2016-04-23,Premier League,Sat,Home,L,1,4,Chelsea,45.0,bournemouth
2016-04-30,Premier League,Sat,Away,L,1,2,Everton,44.0,bournemouth
2016-05-07,Premier League,Sat,Home,D,1,1,West Brom,69.0,bournemouth
2016-05-17,Premier League,Tue,Away,L,1,3,Manchester Utd,34.0,bournemouth
2015-08-02,Community Shield,Sun,Neutral,L,0,1,Arsenal,57.0,chelsea
2015-08-08,Premier League,Sat,Home,D,2,2,Swansea City,52.0,chelsea
2015-08-16,Premier League,Sun,Away,L,0,3,Manchester City,51.0,chelsea
2015-08-23,Premier League,Sun,Away,W,3,2,West Brom,56.0,chelsea
2015-08-29,Premier League,Sat,Home,L,1,2,Crystal Palace,64.0,chelsea
2015-09-12,Premier League,Sat,Away,L,1,3,Everton,61.0,chelsea
2015-09-16,Champions Lg,Wed,Home,W,4,0,il Maccabi Tel Aviv,60.0,chelsea
2015-09-19,Premier League,Sat,Home,W,2,0,Arsenal,63.0,chelsea
2015-09-23,League Cup,Wed,Away,W,4,1,Walsall,,chelsea
2015-09-26,Premier League,Sat,Away,D,2,2,Newcastle Utd,65.0,chelsea
2015-09-29,Champions Lg,Tue,Away,L,1,2,pt Porto,58.0,chelsea
2015-10-03,Premier League,Sat,Home,L,1,3,Southampton,60.0,chelsea
2015-10-17,Premier League,Sat,Home,W,2,0,Aston Villa,49.0,chelsea
2015-10-20,Champions Lg,Tue,Away,D,0,0,ua Dynamo Kyiv,44.0,chelsea
2015-10-24,Premier League,Sat,Away,L,1,2,West Ham,55.0,chelsea
2015-10-27,League Cup,Tue,Away,D,1 (4),1 (5),Stoke City,,chelsea
2015-10-31,Premier League,Sat,Home,L,1,3,Liverpool,43.0,chelsea
2015-11-04,Champions Lg,Wed,Home,W,2,1,ua Dynamo Kyiv,52.0,chelsea
2015-11-07,Premier League,Sat,Away,L,0,1,Stoke City,63.0,chelsea
2015-11-21,Premier League,Sat,Home,W,1,0,Norwich City,64.0,chelsea
2015-11-24,Champions Lg,Tue,Away,W,4,0,il Maccabi Tel Aviv,60.0,chelsea
2015-11-29,Premier League,Sun,Away,D,0,0,Tottenham,42.0,chelsea
2015-12-05,Premier League,Sat,Home,L,0,1,Bournemouth,63.0,chelsea
2015-12-09,Champions Lg,Wed,Home,W,2,0,pt Porto,41.0,chelsea
2015-12-14,Premier League,Mon,Away,L,1,2,Leicester City,66.0,chelsea
2015-12-19,Premier League,Sat,Home,W,3,1,Sunderland,67.0,chelsea
2015-12-26,Premier League,Sat,Home,D,2,2,Watford,62.0,chelsea
2015-12-28,Premier League,Mon,Away,D,0,0,Manchester Utd,33.0,chelsea
2016-01-03,Premier League,Sun,Away,W,3,0,Crystal Palace,60.0,chelsea
2016-01-10,FA Cup,Sun,Home,W,2,0,Scunthorpe Utd,,chelsea
2016-01-13,Premier League,Wed,Home,D,2,2,West Brom,61.0,chelsea
2016-01-16,Premier League,Sat,Home,D,3,3,Everton,55.0,chelsea
2016-01-24,Premier League,Sun,Away,W,1,0,Arsenal,53.0,chelsea
2016-01-31,FA Cup,Sun,Away,W,5,1,MK Dons,,chelsea
2016-02-03,Premier League,Wed,Away,D,0,0,Watford,55.0,chelsea
2016-02-07,Premier League,Sun,Home,D,1,1,Manchester Utd,49.0,chelsea
2016-02-13,Premier League,Sat,Home,W,5,1,Newcastle Utd,55.0,chelsea
2016-02-16,Champions Lg,Tue,Away,L,1,2,fr Paris S-G,39.0,chelsea
2016-02-21,FA Cup,Sun,Home,W,5,1,Manchester City,,chelsea
2016-02-27,Premier League,Sat,Away,W,2,1,Southampton,65.0,chelsea
2016-03-01,Premier League,Tue,Away,W,2,1,Norwich City,53.0,chelsea
2016-03-05,Premier League,Sat,Home,D,1,1,Stoke City,49.0,chelsea
2016-03-09,Champions Lg,Wed,Home,L,1,2,fr Paris S-G,42.0,chelsea
2016-03-12,FA Cup,Sat,Away,L,0,2,Everton,,chelsea
2016-03-19,Premier League,Sat,Home,D,2,2,West Ham,59.0,chelsea
2016-04-02,Premier League,Sat,Away,W,4,0,Aston Villa,58.0,chelsea
2016-04-09,Premier League,Sat,Away,L,0,1,Swansea City,61.0,chelsea
2016-04-16,Premier League,Sat,Home,L,0,3,Manchester City,52.0,chelsea
2016-04-23,Premier League,Sat,Away,W,4,1,Bournemouth,55.0,chelsea
2016-05-02,Premier League,Mon,Home,D,2,2,Tottenham,47.0,chelsea
2016-05-07,Premier League,Sat,Away,L,2,3,Sunderland,69.0,chelsea
2016-05-11,Premier League,Wed,Away,D,1,1,Liverpool,45.0,chelsea
2016-05-15,Premier League,Sun,Home,D,1,1,Leicester City,54.0,chelsea
2015-08-10,Premier League,Mon,Away,W,3,0,West Brom,69.0,city
2015-08-16,Premier League,Sun,Home,W,3,0,Chelsea,49.0,city
2015-08-23,Premier League,Sun,Away,W,2,0,Everton,54.0,city
2015-08-29,Premier League,Sat,Home,W,2,0,Watford,59.0,city
2015-09-12,Premier League,Sat,Away,W,1,0,Crystal Palace,58.0,city
2015-09-15,Champions Lg,Tue,Home,L,1,2,it Juventus,56.0,city
2015-09-19,Premier League,Sat,Home,L,1,2,West Ham,72.0,city
2015-09-22,League Cup,Tue,Away,W,4,1,Sunderland,,city
2015-09-26,Premier League,Sat,Away,L,1,4,Tottenham,54.0,city
2015-09-30,Champions Lg,Wed,Away,W,2,1,de M'Gladbach,62.0,city
2015-10-03,Premier League,Sat,Home,W,6,1,Newcastle Utd,64.0,city
2015-10-17,Premier League,Sat,Home,W,5,1,Bournemouth,54.0,city
2015-10-21,Champions Lg,Wed,Home,W,2,1,es Sevilla,42.0,city
2015-10-25,Premier League,Sun,Away,D,0,0,Manchester Utd,41.0,city
2015-10-28,League Cup,Wed,Home,W,5,1,Crystal Palace,,city
2015-10-31,Premier League,Sat,Home,W,2,1,Norwich City,71.0,city
2015-11-03,Champions Lg,Tue,Away,W,3,1,es Sevilla,44.0,city
2015-11-08,Premier League,Sun,Away,D,0,0,Aston Villa,59.0,city
2015-11-21,Premier League,Sat,Home,L,1,4,Liverpool,58.0,city
2015-11-25,Champions Lg,Wed,Away,L,0,1,it Juventus,57.0,city
2015-11-28,Premier League,Sat,Home,W,3,1,Southampton,46.0,city
2015-12-01,League Cup,Tue,Home,W,4,1,Hull City,,city
2015-12-05,Premier League,Sat,Away,L,0,2,Stoke City,54.0,city
2015-12-08,Champions Lg,Tue,Home,W,4,2,de M'Gladbach,51.0,city
2015-12-12,Premier League,Sat,Home,W,2,1,Swansea City,53.0,city
2015-12-21,Premier League,Mon,Away,L,1,2,Arsenal,63.0,city
2015-12-26,Premier League,Sat,Home,W,4,1,Sunderland,66.0,city
2015-12-29,Premier League,Tue,Away,D,0,0,Leicester City,61.0,city
2016-01-02,Premier League,Sat,Away,W,2,1,Watford,52.0,city
2016-01-06,League Cup,Wed,Away,L,1,2,Everton,,city
2016-01-09,FA Cup,Sat,Away,W,3,0,Norwich City,,city
2016-01-13,Premier League,Wed,Home,D,0,0,Everton,55.0,city
2016-01-16,Premier League,Sat,Home,W,4,0,Crystal Palace,53.0,city
2016-01-23,Premier League,Sat,Away,D,2,2,West Ham,53.0,city
2016-01-27,League Cup,Wed,Home,W,3,1,Everton,,city
2016-01-30,FA Cup,Sat,Away,W,4,0,Aston Villa,,city
2016-02-02,Premier League,Tue,Away,W,1,0,Sunderland,50.0,city
2016-02-06,Premier League,Sat,Home,L,1,3,Leicester City,66.0,city
2016-02-14,Premier League,Sun,Home,L,1,2,Tottenham,46.0,city
2016-02-21,FA Cup,Sun,Away,L,1,5,Chelsea,,city
2016-02-24,Champions Lg,Wed,Away,W,3,1,ua Dynamo Kyiv,47.0,city
2016-02-28,League Cup,Sun,Away,D,1 (3),1 (1),Liverpool,,city
2016-03-02,Premier League,Wed,Away,L,0,3,Liverpool,50.0,city
2016-03-05,Premier League,Sat,Home,W,4,0,Aston Villa,71.0,city
2016-03-12,Premier League,Sat,Away,D,0,0,Norwich City,66.0,city
2016-03-15,Champions Lg,Tue,Home,D,0,0,ua Dynamo Kyiv,46.0,city
2016-03-20,Premier League,Sun,Home,L,0,1,Manchester Utd,55.0,city
2016-04-02,Premier League,Sat,Away,W,4,0,Bournemouth,54.0,city
2016-04-06,Champions Lg,Wed,Away,D,2,2,fr Paris S-G,36.0,city
2016-04-09,Premier League,Sat,Home,W,2,1,West Brom,62.0,city
2016-04-12,Champions Lg,Tue,Home,W,1,0,fr Paris S-G,38.0,city
2016-04-16,Premier League,Sat,Away,W,3,0,Chelsea,48.0,city
2016-04-19,Premier League,Tue,Away,D,1,1,Newcastle Utd,57.0,city
2016-04-23,Premier League,Sat,Home,W,4,0,Stoke City,53.0,city
2016-04-26,Champions Lg,Tue,Home,D,0,0,es Real Madrid,48.0,city
2016-05-01,Premier League,Sun,Away,L,2,4,Southampton,60.0,city
2016-05-04,Champions Lg,Wed,Away,L,0,1,es Real Madrid,47.0,city
2016-05-08,Premier League,Sun,Home,D,2,2,Arsenal,57.0,city
2016-05-15,Premier League,Sun,Away,D,1,1,Swansea City,50.0,city
2015-08-08,Premier League,Sat,Home,D,2,2,Watford,67.0,everton
2015-08-15,Premier League,Sat,Away,W,3,0,Southampton,46.0,everton
2015-08-23,Premier League,Sun,Home,L,0,2,Manchester City,46.0,everton
2015-08-26,League Cup,Wed,Away,W,5,3,Barnsley,,everton
2015-08-29,Premier League,Sat,Away,D,0,0,Tottenham,50.0,everton
2015-09-12,Premier League,Sat,Home,W,3,1,Chelsea,39.0,everton
2015-09-19,Premier League,Sat,Away,D,0,0,Swansea City,52.0,everton
2015-09-22,League Cup,Tue,Away,W,2,1,Reading,,everton
2015-09-28,Premier League,Mon,Away,W,3,2,West Brom,54.0,everton
2015-10-04,Premier League,Sun,Home,D,1,1,Liverpool,51.0,everton
2015-10-17,Premier League,Sat,Home,L,0,3,Manchester Utd,47.0,everton
2015-10-24,Premier League,Sat,Away,L,1,2,Arsenal,44.0,everton
2015-10-27,League Cup,Tue,Home,D,1 (4),1 (3),Norwich City,,everton
2015-11-01,Premier League,Sun,Home,W,6,2,Sunderland,67.0,everton
2015-11-07,Premier League,Sat,Away,D,1,1,West Ham,49.0,everton
2015-11-21,Premier League,Sat,Home,W,4,0,Aston Villa,60.0,everton
2015-11-28,Premier League,Sat,Away,D,3,3,Bournemouth,43.0,everton
2015-12-01,League Cup,Tue,Away,W,2,0,Middlesbrough,,everton
2015-12-07,Premier League,Mon,Home,D,1,1,Crystal Palace,62.0,everton
2015-12-12,Premier League,Sat,Away,D,1,1,Norwich City,59.0,everton
2015-12-19,Premier League,Sat,Home,L,2,3,Leicester City,67.0,everton
2015-12-26,Premier League,Sat,Away,W,1,0,Newcastle Utd,59.0,everton
2015-12-28,Premier League,Mon,Home,L,3,4,Stoke City,51.0,everton
2016-01-03,Premier League,Sun,Home,D,1,1,Tottenham,41.0,everton
2016-01-06,League Cup,Wed,Home,W,2,1,Manchester City,,everton
2016-01-09,FA Cup,Sat,Home,W,2,0,Dag & Red,,everton
2016-01-13,Premier League,Wed,Away,D,0,0,Manchester City,45.0,everton
2016-01-16,Premier League,Sat,Away,D,3,3,Chelsea,45.0,everton
2016-01-24,Premier League,Sun,Home,L,1,2,Swansea City,60.0,everton
2016-01-27,League Cup,Wed,Away,L,1,3,Manchester City,,everton
2016-01-31,FA Cup,Sun,Away,W,3,0,Carlisle United,,everton
2016-02-03,Premier League,Wed,Home,W,3,0,Newcastle Utd,56.0,everton
2016-02-06,Premier League,Sat,Away,W,3,0,Stoke City,35.0,everton
2016-02-13,Premier League,Sat,Home,L,0,1,West Brom,76.0,everton
2016-02-20,FA Cup,Sat,Away,W,2,0,Bournemouth,,everton
2016-03-01,Premier League,Tue,Away,W,3,1,Aston Villa,53.0,everton
2016-03-05,Premier League,Sat,Home,L,2,3,West Ham,42.0,everton
2016-03-12,FA Cup,Sat,Home,W,2,0,Chelsea,,everton
2016-03-19,Premier League,Sat,Home,L,0,2,Arsenal,54.0,everton
2016-04-03,Premier League,Sun,Away,L,0,1,Manchester Utd,46.0,everton
2016-04-09,Premier League,Sat,Away,D,1,1,Watford,58.0,everton
2016-04-13,Premier League,Wed,Away,D,0,0,Crystal Palace,43.0,everton
2016-04-16,Premier League,Sat,Home,D,1,1,Southampton,49.0,everton
2016-04-20,Premier League,Wed,Away,L,0,4,Liverpool,33.0,everton
2016-04-23,FA Cup,Sat,Home,L,1,2,Manchester Utd,,everton
2016-04-30,Premier League,Sat,Home,W,2,1,Bournemouth,57.0,everton
2016-05-07,Premier League,Sat,Away,L,1,3,Leicester City,59.0,everton
2016-05-11,Premier League,Wed,Away,L,0,3,Sunderland,62.0,everton
2016-05-15,Premier League,Sun,Home,W,3,0,Norwich City,45.0,everton
2015-08-08,Premier League,Sat,Home,W,4,2,Sunderland,44.0,leicester
2015-08-15,Premier League,Sat,Away,W,2,1,West Ham,30.0,leicester
2015-08-22,Premier League,Sat,Home,D,1,1,Tottenham,35.0,leicester
2015-08-25,League Cup,Tue,Away,W,4,1,Bury,,leicester
2015-08-29,Premier League,Sat,Away,D,1,1,Bournemouth,44.0,leicester
2015-09-13,Premier League,Sun,Home,W,3,2,Aston Villa,49.0,leicester
2015-09-19,Premier League,Sat,Away,D,2,2,Stoke City,46.0,leicester
2015-09-22,League Cup,Tue,Home,W,2,1,West Ham,,leicester
2015-09-26,Premier League,Sat,Home,L,2,5,Arsenal,42.0,leicester
2015-10-03,Premier League,Sat,Away,W,2,1,Norwich City,34.0,leicester
2015-10-17,Premier League,Sat,Away,D,2,2,Southampton,49.0,leicester
2015-10-24,Premier League,Sat,Home,W,1,0,Crystal Palace,48.0,leicester
2015-10-27,League Cup,Tue,Away,D,1 (4),1 (5),Hull City,,leicester
2015-10-31,Premier League,Sat,Away,W,3,2,West Brom,52.0,leicester
2015-11-07,Premier League,Sat,Home,W,2,1,Watford,41.0,leicester
2015-11-21,Premier League,Sat,Away,W,3,0,Newcastle Utd,46.0,leicester
2015-11-28,Premier League,Sat,Home,D,1,1,Manchester Utd,31.0,leicester
2015-12-05,Premier League,Sat,Away,W,3,0,Swansea City,41.0,leicester
2015-12-14,Premier League,Mon,Home,W,2,1,Chelsea,34.0,leicester
2015-12-19,Premier League,Sat,Away,W,3,2,Everton,33.0,leicester
2015-12-26,Premier League,Sat,Away,L,0,1,Liverpool,35.0,leicester
2015-12-29,Premier League,Tue,Home,D,0,0,Manchester City,39.0,leicester
2016-01-02,Premier League,Sat,Home,D,0,0,Bournemouth,54.0,leicester
2016-01-10,FA Cup,Sun,Away,D,2,2,Tottenham,,leicester
2016-01-13,Premier League,Wed,Away,W,1,0,Tottenham,38.0,leicester
2016-01-16,Premier League,Sat,Away,D,1,1,Aston Villa,44.0,leicester
2016-01-20,FA Cup,Wed,Home,L,0,2,Tottenham,,leicester
2016-01-23,Premier League,Sat,Home,W,3,0,Stoke City,45.0,leicester
2016-02-02,Premier League,Tue,Home,W,2,0,Liverpool,36.0,leicester
2016-02-06,Premier League,Sat,Away,W,3,1,Manchester City,34.0,leicester
2016-02-14,Premier League,Sun,Away,L,1,2,Arsenal,28.0,leicester
2016-02-27,Premier League,Sat,Home,W,1,0,Norwich City,58.0,leicester
2016-03-01,Premier League,Tue,Home,D,2,2,West Brom,65.0,leicester
2016-03-05,Premier League,Sat,Away,W,1,0,Watford,50.0,leicester
2016-03-14,Premier League,Mon,Home,W,1,0,Newcastle Utd,50.0,leicester
2016-03-19,Premier League,Sat,Away,W,1,0,Crystal Palace,44.0,leicester
2016-04-03,Premier League,Sun,Home,W,1,0,Southampton,46.0,leicester
2016-04-10,Premier League,Sun,Away,W,2,0,Sunderland,55.0,leicester
2016-04-17,Premier League,Sun,Home,D,2,2,West Ham,44.0,leicester
2016-04-24,Premier League,Sun,Home,W,4,0,Swansea City,38.0,leicester
2016-05-01,Premier League,Sun,Away,D,1,1,Manchester Utd,30.0,leicester
2016-05-07,Premier League,Sat,Home,W,3,1,Everton,41.0,leicester
2016-05-15,Premier League,Sun,Away,D,1,1,Chelsea,46.0,leicester
2015-08-09,Premier League,Sun,Away,W,1,0,Stoke City,53.0,liverpool
2015-08-17,Premier League,Mon,Home,W,1,0,Bournemouth,55.0,liverpool
2015-08-24,Premier League,Mon,Away,D,0,0,Arsenal,34.0,liverpool
2015-08-29,Premier League,Sat,Home,L,0,3,West Ham,63.0,liverpool
2015-09-12,Premier League,Sat,Away,L,1,3,Manchester Utd,44.0,liverpool
